1,9780735211292,"Atomic Habits: Tiny Changes, Remarkable Results",Business,"No matter your goals, Atomic Habits offers a proven framework for improving--every day. James Clear, one of the world's leading experts on habit formation, reveals practical strategies that will teach you exactly how to form good habits",2018-01-01
2,9780008280772,The Cellist,Fiction,"Master of international intrigue Daniel Silva follows up his acclaimed #1 New York Times bestsellers The Order, The New Girl, and The Other Woman with this riveting, action-packed tale of espionage and suspense featuring art restorer and spy Gabriel Allon",2021-01-02
3,9780593329825,The Paper Palace,Fiction,"The Paper Palace by Miranda Cowley Heller is going to be a big hit this summer as it contains many things people look for in beach read - including romance, intrigue, family drama.",2021-03-12
